순번,법령MST,소관부처코드,소관부처명,법령ID,법령명,공포일자,공포번호,시행일자,법령구분코드,법령구분명,법령분야코드,법령분야명
5240,265677,9750000,헌법재판소,6077,헌법재판소 공무원 규칙,20240927,제476호,20240927,A0024,헌법재판소규칙,1030000,第3章 憲法裁判所
60,265545,1130000,공정거래위원회,9369,가맹사업거래의 공정화에 관한 법률 시행령,20240926,제34921호,20240926,A0007,대통령령,19090100,第1節 物價·公正去來·消費者保護
111,265641,1352000,보건복지부,6137,간호조무사 및 의료유사업자에 관한 규칙,20240926,제1056호,20240926,A0050,보건복지부령,36030000,第3章 醫事·血液管理
136,265547,1613000,국토교통부,12651,감정평가 및 감정평가사에 관한 법률 시행령,20240926,제34921호,20240926,A0007,대통령령,35030000,第3章 土地·測量
137,265653,1613000,국토교통부,12655,감정평가 및 감정평가사에 관한 법률 시행규칙,20240926,제1390호,20240926,A0103,국토교통부령,35030000,第3章 土地·測量
223,265655,1613000,국토교통부,6192,건축사법 시행규칙,20240926,제1390호,20240926,A0103,국토교통부령,34030000,第3章 建 築
435,265453,1140100,국민권익위원회,13639,공공재정 부정청구 금지 및 부정이익 환수 등에 관한 법률 시행령,20240926,제34920호,20240927,A0007,대통령령,4020000,第2章 行政作用一般
458,265527,1290000,국방부,2277,공군작전사령부령,20240926,제34908호,20240926,A0007,대통령령,13010000,第1章 行政組織·通則
538,265549,1492000,고용노동부,2366,공인노무사법 시행령,20240926,제34921호,20240926,A0007,대통령령,40010000,第1章 行政組織·通則
545,265551,1160100,금융위원회,2367,공인회계사법 시행령,20240926,제34921호,20240926,A0007,대통령령,19080000,第8章 公認會計士
663,265569,1220000 1741000,"관세청,행정안전부",2523,관세청과 그 소속기관 직제,20240926,제34918호,20240926,A0007,대통령령,21010000,第1章 行政組織·通則
664,265585,1220000,관세청,6492,관세청과 그 소속기관 직제 시행규칙,20240926,제1083호,20240926,A0035,기획재정부령,21010000,第1章 行政組織·通則
833,265519,1620000 1741000,"국가인권위원회,행정안전부",9296,국가인권위원회와 그 소속기관 직제,20240926,제34916호,20240926,A0007,대통령령,7010100,第1節 法務部
952,265559,1092000 1741000,"국무조정실,행정안전부",11785,국무조정실과 그 소속기관 직제,20240926,제34917호,20240926,A0007,대통령령,4010300,第3節 國務總理所屬機關
1414,265539,1051000 1741000,"기획재정부,행정안전부",10675,기획재정부와 그 소속기관 직제,20240926,제34909호,20240926,A0007,대통령령,19010200,第2節 企劃財政部
1415,265587,1051000,기획재정부,10698,기획재정부와 그 소속기관 직제 시행규칙,20240926,제1084호,20240926,A0035,기획재정부령,19010200,第2節 企劃財政部
1514,265657,1613000,국토교통부,11770,녹색건축물 조성 지원법 시행규칙,20240926,제1390호,20240926,A0103,국토교통부령,34030000,第3章 建 築
1536,265443,1543000 1741000,"농림축산식품부,행정안전부",11789,농림축산식품부와 그 소속기관 직제,20240926,제34911호,20240926,A0007,대통령령,24010100,第1節 農林畜産食品部
1537,265659,1543000,농림축산식품부,11796,농림축산식품부와 그 소속기관 직제 시행규칙,20240926,제684호,20240926,A0101,농림축산식품부령,24010100,第1節 農林畜産食品部
1643,265573,1390000 1741000,"농촌진흥청,행정안전부",3277,농촌진흥청과 그 소속기관 직제,20240926,제34918호,20240926,A0007,대통령령,24010200,第2節 農村振興廳
1644,265583,1390000,농촌진흥청,7021,농촌진흥청과 그 소속기관 직제 시행규칙,20240926,제683호,20240926,A0101,농림축산식품부령,24010200,第2節 農村振興廳
2219,265565,1270000 1741000,"법무부,행정안전부",3602,법무부와 그 소속기관 직제,20240926,제34918호,20240926,A0007,대통령령,7010100,第1節 法務部
2220,265629,1270000,법무부,7223,법무부와 그 소속기관 직제 시행규칙,20240926,제1082호,20240926,A0048,법무부령,7010100,第1節 法務部
2275,265541,1170000 1741000,"법제처,행정안전부",3616,법제처 직제,20240926,제34913호,20240926,A0007,대통령령,4010300,第3節 國務總理所屬機關
2289,265553,1430000,특허청,3618,변리사법 시행령,20240926,제34921호,20240926,A0007,대통령령,30010000,第1章 行政組織·通則
2320,265445,1352000 1741000,"보건복지부,행정안전부",10673,보건복지부와 그 소속기관 직제,20240926,제34912호,20240926,A0007,대통령령,36010000,第1章 行政組織·通則
2321,265665,1352000,보건복지부,10691,보건복지부와 그 소속기관 직제 시행규칙,20240926,제1057호,20240926,A0050,보건복지부령,36010000,第1章 行政組織·通則
2350,265581,1160100,금융위원회,7282,보험업법 시행규칙,20240926,제1983호,20240926,A0009,총리령,23060000,第6章 保 險
2604,265591,1492000,고용노동부,7364,산업안전보건법 시행규칙,20240926,제426호,20240926,A0097,고용노동부령,40040000,第4章 産業安全
2866,265555,1661000,소방청,9696,소방기본법 시행령,20240926,제34921호,20240926,A0007,대통령령,12020300,第3節 消 防
2936,265633,1480000,환경부,7531,수도법 시행규칙,20240926,제1120호,20240926,A0074,환경부령,33030200,第2節 都市計劃施設
2992,265667,1532000,해양경찰청,7528,수상에서의 수색ㆍ구조 등에 관한 법률 시행규칙,20240926,제693호,20240926,A0071,해양수산부령,11040000,第4章 警備·防護
3101,265447,1471000 1741000,"식품의약품안전처,행정안전부",11791,식품의약품안전처와 그 소속기관 직제,20240926,제34914호,20240926,A0007,대통령령,36010000,第1章 行政組織·通則
3223,265449,1471000,식품의약품안전처,10937,어린이 식생활안전관리 특별법 시행령,20240926,제34922호,20240926,A0007,대통령령,36020100,第1節 食品衛生
3386,265563,1262000 1741000,"외교부,행정안전부",11780,외교부와 그 소속기관 직제,20240926,제34918호,20240926,A0007,대통령령,44010000,第1章 行政組織·通則
3387,265593,1262000,외교부,11808,외교부와 그 소속기관 직제 시행규칙,20240926,제138호,20240926,A0099,외교부령,44010000,第1章 行政組織·通則
3545,265529,1290000,국방부,13100,육군동원전력사령부령,20240926,제34908호,20240926,A0007,대통령령,13010000,第1章 行政組織·通則
3559,265531,1290000,국방부,4460,육군훈련소령,20240926,제34908호,20240926,A0007,대통령령,13010000,第1章 行政組織·通則
3568,265643,1352000,보건복지부,7858,응급의료에 관한 법률 시행규칙,20240926,제1056호,20240926,A0050,보건복지부령,36030000,第3章 醫事·血液管理
3584,265645,1352000,보건복지부,7861,의료기사 등에 관한 법률 시행규칙,20240926,제1056호,20240926,A0050,보건복지부령,36030000,第3章 醫事·血液管理
3850,265621,1532000 1661000 1741000,"소방청,해양경찰청,행정안전부",9708,재난 및 안전관리 기본법 시행령,20240926,제34923호,20240926,A0007,대통령령,12030000,第3章 災難管理
3875,265523,1262000,외교부,4651,재외공무원 복무규정,20240926,제34907호,20240926,A0007,대통령령,44020000,第2章 外務公務員
3904,265557,,,10638,재해경감을 위한 기업의 자율활동 지원에 관한 법률 시행령,20240926,제34921호,20240926,A0007,대통령령,12030000,第3章 災難管理
3961,265649,1352000,보건복지부,10250,전문간호사 자격인정 등에 관한 규칙,20240926,제1056호,20240926,A0050,보건복지부령,36030000,第3章 醫事·血液管理
4127,265571,1230000 1741000,"조달청,행정안전부",4867,조달청과 그 소속기관 직제,20240926,제34918호,20240926,A0007,대통령령,19010300,第3節 調達廳
4128,265669,1230000,조달청,8201,조달청과 그 소속기관 직제 시행규칙,20240926,제1082호,20240926,A0035,기획재정부령,19010300,第3節 調達廳
4246,265567,1421000 1741000,"중소벤처기업부,행정안전부",12914,중소벤처기업부와 그 소속기관 직제,20240926,제34918호,20240926,A0007,대통령령,28010000,第1章 行政組織·通則
4546,265451,1613000,국토교통부,9993,철도안전법 시행령,20240926,제34919호,20240927,A0007,대통령령,41030100,第1節 鐵道運送
5084,265533,1290000,국방부,5548,해군작전사령부령,20240926,제34908호,20240926,A0007,대통령령,13010000,第1章 行政組織·通則
5085,265535,1290000,국방부,12202,해군잠수함사령부령,20240926,제34908호,20240926,A0007,대통령령,13010000,第1章 行政組織·通則
5086,265537,1290000,국방부,5550,해군함대령,20240926,제34908호,20240926,A0007,대통령령,13010000,第1章 行政組織·通則
5110,265517,1532000 1741000,"해양경찰청,행정안전부",12916,해양경찰청과 그 소속기관 직제,20240926,제34915호,20240926,A0007,대통령령,42010000,第1章 行政組織·通則
5111,265663,1532000,해양경찰청,12948,해양경찰청과 그 소속기관 직제 시행규칙,20240926,제694호,20240926,A0071,해양수산부령,42010000,第1章 行政組織·通則
5216,265441,1741000,행정안전부,12911,행정안전부와 그 소속기관 직제,20240926,제34910호,20240926,A0007,대통령령,4010500,第5節 行政安全部
5217,265589,1741000,행정안전부,12925,행정안전부와 그 소속기관 직제 시행규칙,20240926,제517호,20240926,A0107,행정안전부령,4010500,第5節 行政安全部
5383,265637,1480000,환경부,9169,환경영향평가법 시행규칙,20240926,제1120호,20240926,A0074,환경부령,39020000,第2章 環境保全
593,265619,9750000,헌법재판소,6071,공직자윤리법의 시행에 관한 헌법재판소 규칙,20240924,제475호,20240925,A0024,헌법재판소규칙,1030000,第3章 憲法裁判所
3876,265617,1262000,외교부,8005,재외공무원 수당 지급 규칙,20240924,제137호,20240924,A0099,외교부령,44020000,第2章 外務公務員
98,265577,1543000,농림축산식품부,6128,가축전염병 예방법 시행규칙,20240923,제682호,20240923,A0101,농림축산식품부령,25040000,第4章 家畜衛生·畜産物檢査
368,265615,1492000,고용노동부,6928,고용노동부와 그 소속기관 직제 시행규칙,20240923,제425호,20240923,A0097,고용노동부령,40010000,第1章 行政組織·通則
3213,265575,1383000,여성가족부,12273,양육비 이행확보 및 지원에 관한 법률 시행규칙,20240923,제207호,20240927,A0058,여성가족부령,38050000,第5章 兒童·老人·障碍者·母子福祉
401,265433,1613000,국토교통부,11120,공간정보의 구축 및 관리 등에 관한 법률 시행규칙,20240920,제1387호,20240920,A0103,국토교통부령,35030000,第3章 土地·測量
436,265489,1613000,국토교통부,9595,공공주택 특별법,20240920,제20451호,20240920,A0002,법률,34020000,第2章 住 宅
530,265491,1613000,국토교통부,9295,공익사업을 위한 토지 등의 취득 및 보상에 관한 법률,20240920,제20452호,20240920,A0002,법률,35030000,第3章 土地·測量
564,265325,1352000,보건복지부,216,공중보건장학을 위한 특례법,20240920,제20449호,20240920,A0002,법률,36030000,第3章 醫事·血液管理
785,265313,1051000 1230000,"기획재정부,조달청",2652,국가를 당사자로 하는 계약에 관한 법률 시행령,20240920,제34900호,20240927,A0007,대통령령,19020400,第4節 契 約
987,265421,1352000,보건복지부,1781,국민연금법,20240920,제20447호,20240920,A0002,법률,38060000,第6章 社會保險
1015,265315,1290000,국방부,2853,국방ㆍ군사시설 사업에 관한 법률 시행령,20240920,제34900호,20240927,A0007,대통령령,13040000,第4章 軍需·財務
1509,265405,1352000,보건복지부,12318,노후준비 지원법,20240920,제20448호,20240920,A0002,법률,38050000,第5章 兒童·老人·障碍者·母子福祉
1549,265291,1192000 1471000 1543000,"농림축산식품부,식품의약품안전처,해양수산부",1978,농수산물 품질관리법,20240920,제20438호,20240920,A0002,법률,24050600,第6節 農産物·農業資材檢査
1584,265327,1352000,보건복지부,1786,농어촌 등 보건의료를 위한 특별조치법,20240920,제20449호,20240920,A0002,법률,36030000,第3章 醫事·血液管理
2022,265399,1051000,기획재정부,3513,물가안정에 관한 법률 시행령,20240920,제34899호,20240927,A0007,대통령령,19090100,第1節 物價·公正去來·消費者保護
2898,265493,1421000,중소벤처기업부,360,소상공인 보호 및 지원에 관한 법률,20240920,제20454호,20240920,A0002,법률,28020000,第2章 中小企業
3088,265293,1471000,식품의약품안전처,1805,식품위생법,20240920,제20438호,20240920,A0002,법률,36020100,第1節 食品衛生
3136,265401,1320000 1352000,"경찰청,보건복지부",10081,실종아동등의 보호 및 지원에 관한 법률 시행령,20240920,제34901호,20240927,A0007,대통령령,38050000,第5章 兒童·老人·障碍者·母子福祉
3212,265403,1383000,여성가족부,12262,양육비 이행확보 및 지원에 관한 법률 시행령,20240920,제34903호,20240927,A0007,대통령령,38050000,第5章 兒童·老人·障碍者·母子福祉
