순번,법령MST,소관부처코드,소관부처명,법령ID,법령명,공포일자,공포번호,시행일자,법령구분코드,법령구분명,법령분야코드,법령분야명
2757,235935,9760000,중앙선거관리위원회,6057,선거연수원 운영규칙,20211001,제535호,20220101,A0110,선거관리위원회규칙,3010000,第1章 選擧管理委員會
2503,235903,9740000,대법원,13568,사법행정자문회의 규칙,20210930,제3000호,20210930,A0022,대법원규칙,6010000,第1章 組 織
3798,235847,1352000,보건복지부,13107,장기요양기관 재무ㆍ회계 규칙,20210930,제832호,20210930,A0050,보건복지부령,38060000,第6章 社會保險
4031,235911,1421000,중소벤처기업부,9899,전통시장 및 상점가 육성을 위한 특별법 시행규칙,20210930,제49호,20210930,A0105,중소벤처기업부령,28020000,第2章 中小企業
5417,235913,1192000 1543000,"농림축산식품부,해양수산부",14161,후계농어업인 및 청년농어업인 육성ㆍ지원에 관한 법률 시행규칙,20210930,제494호,20210930,A0101,농림축산식품부령,24050100,第1節 通 則
719,235707,1342000,교육부,11658,교육국제화특구의 지정ㆍ운영 및 육성에 관한 특별법 시행령,20210929,제32018호,20210929,A0007,대통령령,16020100,第1節 通 則
2481,235717,1342000,교육부,3725,사립학교교직원 연금법 시행령,20210929,제32018호,20210929,A0007,대통령령,16020504,第4款 年金·共濟會
39,235549,1270000 1290000,"국방부,법무부",1159,5ㆍ18민주화운동 등에 관한 특별법,20210924,제18465호,20220701,A0002,법률,9010000,第1章 刑 法
694,235639,1342000,교육부,2571,교원소청에 관한 규정,20210924,제32013호,20210924,A0007,대통령령,16020501,第1款 敎育公務員
1290,235555,1290000,국방부,1624,군형법,20210924,제18465호,20220701,A0002,법률,13080000,第8章 軍法·軍事法院
1410,235575,1342000,교육부,14148,기초학력 보장법,20210924,제18458호,20220325,A0002,법률,16020800,第8節 敎育振興
1517,235619,1480000,환경부,14098,녹색융합클러스터의 조성 및 육성에 관한 법률,20210924,제18469호,20220325,A0002,법률,39020000,第2章 環境保全
1520,235589,1480000,환경부,9845,녹색제품 구매촉진에 관한 법률,20210924,제18469호,20220325,A0002,법률,39020000,第2章 環境保全
1929,235539,1342000,교육부,14149,디지털 기반의 원격교육 활성화 기본법,20210924,제18459호,20220325,A0002,법률,16020800,第8節 敎育振興
2486,235557,1270000,법무부,1109,사면법,20210924,제18465호,20220701,A0002,법률,9060000,第6章 赦免·復權
3368,235567,1371000,문화체육관광부,14150,예술인의 지위와 권리의 보장에 관한 법률,20210924,제18466호,20220925,A0002,법률,17010000,第1章 行政組織·通則
4284,235605,1450000,산업통상자원부,11391,지능형전력망의 구축 및 이용촉진에 관한 법률,20210924,제18469호,20220325,A0002,법률,32020000,第2章 電 氣
4838,235579,1342000,교육부,10380,학교안전사고 예방 및 보상에 관한 법률,20210924,제18463호,20220325,A0002,법률,16020100,第1節 通 則
4930,235545,1342000,교육부,887,한국사학진흥재단법,20210924,제18464호,20220325,A0002,법률,16020400,第4節 私立學校
5166,235609,1192000,해양수산부,12825,해양환경 보전 및 활용에 관한 법률,20210924,제18469호,20220325,A0002,법률,42010000,第1章 行政組織·通則
5286,235565,1270000 1290000,"국방부,법무부",1119,헌정질서 파괴범죄의 공소시효 등에 관한 특례법,20210924,제18465호,20220701,A0002,법률,9030000,第3章 刑事節次
5362,235611,1480000,환경부,1774,환경기술 및 환경산업 지원법,20210924,제18469호,20220325,A0002,법률,39020000,第2章 環境保全
57,235695,1613000,국토교통부,14155,가덕도신공항 건설을 위한 특별법 시행규칙,20210917,제886호,20210917,A0103,국토교통부령,41080000,第8章 航 空
5267,235487,9750000,헌법재판소,10574,헌법재판소 심판 규칙,20210914,제436호,20210914,A0024,헌법재판소규칙,1030000,第3章 憲法裁判所
5276,235437,9750000,헌법재판소,6101,헌법재판소 정보공개 규칙,20210914,제437호,20210914,A0024,헌법재판소규칙,1030000,第3章 憲法裁判所
1580,235313,1741000,행정안전부,6985,농어촌도로의 구조ㆍ시설기준에 관한 규칙,20210907,제274호,20210907,A0107,행정안전부령,10060000,第6章 地域開發
1583,235315,1741000,행정안전부,6986,농어촌도로 정비법 시행규칙,20210907,제274호,20210907,A0107,행정안전부령,10060000,第6章 地域開發
3780,235331,1741000,행정안전부,7955,자전거 이용 활성화에 관한 법률 시행규칙,20210907,제274호,20210907,A0107,행정안전부령,10060000,第6章 地域開發
3914,235337,1741000,행정안전부,11014,저수지ㆍ댐의 안전관리 및 재해예방에 관한 법률 시행규칙,20210907,제274호,20210907,A0107,행정안전부령,12030000,第3章 災難管理
4082,235339,1741000,행정안전부,8125,정부청사관리규정 시행규칙,20210907,제274호,20210907,A0107,행정안전부령,4020000,第2章 行政作用一般
4297,235341,1741000,행정안전부,8314,지방공기업법 시행규칙,20210907,제274호,20210907,A0107,행정안전부령,10050000,第5章 地方公企業
4313,235345,1741000,행정안전부,8318,지방공무원 특수지근무수당 지급대상지역 및 기관과 그 등급별 구분에 관한 규칙,20210907,제274호,20210907,A0107,행정안전부령,10030000,第3章 地方公務員
4385,235355,1741000,행정안전부,10303,지방자치단체 회계기준에 관한 규칙,20210907,제274호,20210907,A0107,행정안전부령,10040100,第1節 地方財政
4434,235359,1741000,행정안전부,8362,지역사회자력개발상규정,20210907,제274호,20210907,A0107,행정안전부령,10010000,第1章 行政組織·通則
5219,235361,1741000,행정안전부,6922,행정안전부장관이 시행하는 5급 이상 지방공무원임용시험 시행규칙,20210907,제274호,20210907,A0107,행정안전부령,10030000,第3章 地方公務員
5283,235209,9750000,헌법재판소,11364,헌법재판연구원 운영 규칙,20210901,제435호,20210901,A0024,헌법재판소규칙,1030000,第3章 憲法裁判所
667,234881,1450000,산업통상자원부,2531,광산안전법 시행령,20210831,제31961호,20210910,A0007,대통령령,31030400,第4節 鑛山保安
3170,234947,1371000,문화체육관광부,12330,아시아문화중심도시 추진단의 구성 및 운영에 관한 규정,20210831,제31958호,20210924,A0007,대통령령,17020000,第2章 文化·藝術
4740,235005,1270000,법무부,5326,특정범죄 가중처벌 등에 관한 법률 시행령,20210831,제31961호,20210910,A0007,대통령령,9010000,第1章 刑 法
4883,234873,1450000,산업통상자원부,14139,한국광해광업공단법 시행령,20210831,제31961호,20210910,A0007,대통령령,31030400,第4節 鑛山保安
5180,235009,1450000,산업통상자원부,5595,해외자원개발 사업법 시행령,20210831,제31961호,20210910,A0007,대통령령,31030100,第1節 通 則
191,234965,1613000,국토교통부,10655,건설기계 안전기준에 관한 규칙,20210827,제882호,20230101,A0103,국토교통부령,35040200,第2節 建設機械管理
217,235019,1613000,국토교통부,6190,건축물착공통계조사시행규칙,20210827,제882호,20210827,A0103,국토교통부령,34030000,第3章 建 築
1803,235051,1613000,국토교통부,7084,도로와 다른 시설의 연결에 관한 규칙,20210827,제882호,20210827,A0103,국토교통부령,34040100,第1節 通 則
1854,235067,1613000,국토교통부,7102,도시철도운전규칙,20210827,제882호,20210827,A0103,국토교통부령,41030100,第1節 鐵道運送
1855,235069,1613000,국토교통부,7105,도시철도채권 매입사무 취급규칙,20210827,제882호,20210827,A0103,국토교통부령,41030100,第1節 鐵道運送
3503,235095,1613000,국토교통부,7828,유료도로관리권등록령 시행규칙,20210827,제882호,20210827,A0103,국토교통부령,34040200,第2節 高速道路·有料道路
4290,235115,1613000,국토교통부,8310,지도도식규칙,20210827,제882호,20210827,A0103,국토교통부령,35030000,第3章 土地·測量
4406,235117,1613000,국토교통부,11138,지속가능 교통물류 발전법 시행규칙,20210827,제882호,20210827,A0103,국토교통부령,41020000,第2章 交通安全·交通整備
4550,235129,1613000,국토교통부,9994,철도의 건설 및 철도시설 유지관리에 관한 법률 시행규칙,20210827,제882호,20210827,A0103,국토교통부령,41030100,第1節 鐵道運送
4681,235133,1613000,국토교통부,8504,택지개발촉진법 시행규칙,20210827,제882호,20210827,A0103,국토교통부령,34020000,第2章 住 宅
4910,235139,1613000,국토교통부,11055,한국도로공사법 시행규칙,20210827,제882호,20210827,A0103,국토교통부령,34040100,第1節 通 則
5024,235141,1613000,국토교통부,12303,한옥 등 건축자산의 진흥에 관한 법률 시행규칙,20210827,제882호,20210827,A0103,국토교통부령,34030000,第3章 建 築
5053,235149,1613000,국토교통부,10224,항공ㆍ철도 사고조사에 관한 법률 시행규칙,20210827,제882호,20210827,A0103,국토교통부령,41020000,第2章 交通安全·交通整備
5170,235151,1613000,국토교통부,8684,해외건설 촉진법 시행규칙,20210827,제882호,20210827,A0103,국토교통부령,35040100,第1節 建設業
184,234693,1492000,고용노동부,120,건설근로자의 고용개선 등에 관한 법률,20210817,제18425호,20220218,A0002,법률,40050000,第5章 雇 傭
356,234671,1352000,보건복지부,10358,고령친화산업 진흥법,20210817,제18410호,20220218,A0002,법률,38050000,第5章 兒童·老人·障碍者·母子福祉
984,234675,1352000,보건복지부,10911,국민연금과 직역연금의 연계에 관한 법률,20210817,제18412호,20220218,A0002,법률,38060000,第6章 社會保險
1116,234719,1192000,해양수산부,12709,국제항해선박 등에 대한 해적행위 피해예방에 관한 법률,20210817,제18427호,20220218,A0002,법률,42060000,第6章 海上保安
1385,234749,1721000,과학기술정보통신부,755,기술사법,20210817,제18425호,20220218,A0002,법률,18020000,第2章 科學技術振興
1626,234729,1543000,농림축산식품부,9251,농업협동조합의 구조개선에 관한 법률,20210817,제18437호,20220218,A0002,법률,24050300,第3節 農業協同組合·農業金融
2354,234763,1270000,법무부,1660,보호소년 등의 처우에 관한 법률,20210817,제18425호,20220218,A0002,법률,9040400,第4節 少 年
2630,234773,1492000,고용노동부,13573,산업현장 일학습병행 지원에 관한 법률,20210817,제18425호,20220218,A0002,법률,40060000,第6章 職業訓練
3076,234699,1543000,농림축산식품부,11008,식생활교육지원법,20210817,제18402호,20220218,A0002,법률,24050600,第6節 農産物·農業資材檢査
4083,234825,1092000,국무조정실,2002,정부출연연구기관 등의 설립ㆍ운영 및 육성에 관한 법률,20210817,제18432호,20210817,A0002,법률,4010300,第3節 國務總理所屬機關
4620,234901,1543000,농림축산식품부,1509,축산법,20210817,제18445호,20230101,A0002,법률,25020000,第2章 畜産振興
4656,234903,1192000 1543000,"농림축산식품부,해양수산부",419,친환경농어업 육성 및 유기식품 등의 관리ㆍ지원에 관한 법률,20210817,제18445호,20230101,A0002,법률,24050501,第1款 肥料·農藥
4904,234659,1543000,농림축산식품부,1980,한국농어촌공사 및 농지관리기금법,20210817,제18403호,20220218,A0002,법률,24050100,第1節 通 則
4936,234813,1492000,고용노동부,148,한국산업인력공단법,20210817,제18425호,20220218,A0002,법률,40060000,第6章 職業訓練
5375,234689,1480000,환경부,10302,환경분야 시험ㆍ검사 등에 관한 법률,20210817,제18421호,20220818,A0002,법률,39020000,第2章 環境保全
3573,234601,1352000,보건복지부,7860,의료기관세탁물 관리규칙,20210811,제822호,20210811,A0050,보건복지부령,36030000,第3章 醫事·血液管理
2938,234643,1480000,환경부,7533,수도시설관리권 등록령 시행규칙,20210810,제939호,20210810,A0074,환경부령,33020200,第2節 産業立地 및 開發
3039,234571,1371000,문화체육관광부,14135,스포츠기본법,20210810,제18380호,20220616,A0002,법률,16070000,第7章 體育·靑少年育成
679,234507,1450000,산업통상자원부,13170,광융합기술 개발 및 기반조성 지원에 관한 법률 시행령,20210806,제31931호,20210809,A0007,대통령령,28050000,第5章 工 業
1467,234635,1270000,법무부,11609,남북 주민 사이의 가족관계와 상속 등에 관한 특례법 시행규칙,20210806,제1014호,20210806,A0048,법무부령,8010000,第1章 民 法
2392,234515,1613000,국토교통부,13144,부동산서비스산업 진흥법 시행령,20210806,제31931호,20210809,A0007,대통령령,35030000,第3章 土地·測量
2835,234517,1741000,행정안전부,11338,세종특별자치시지원위원회 등의 설치ㆍ운영에 관한 규정,20210806,제31931호,20210809,A0007,대통령령,10020100,第1節 通 則
4262,234535,1450000,산업통상자원부,10041,중ㆍ저준위 방사성폐기물 처분시설의 유치지역지원에 관한 특별법 시행령,20210806,제31931호,20210809,A0007,대통령령,32020000,第2章 電 氣
5139,234539,1192000,해양수산부,9377,해양수산발전 기본법 시행령,20210806,제31931호,20210809,A0007,대통령령,42010000,第1章 行政組織·通則
2628,234413,1450000,산업통상자원부,3802,산업표준화법 시행령,20210803,제31925호,20210803,A0007,대통령령,29020000,第2章 産業標準
5067,234457,1192000,해양수산부,14131,항만안전특별법,20210803,제18369호,20220804,A0002,법률,42050000,第5章 港 灣
5262,234495,9750000,헌법재판소,9827,헌법재판소 사무관리 규칙,20210802,제433호,20210802,A0024,헌법재판소규칙,1030000,第3章 憲法裁判所
204,234315,1613000,국토교통부,10594,건축기본법,20210727,제18339호,20211028,A0002,법률,34030000,第3章 建 築
337,234237,1290000,국방부,2229,계엄사령부직제,20210727,제31910호,20210801,A0007,대통령령,13010000,第1章 行政組織·通則
1038,234233,1290000,국방부,11042,국방출판지원단령,20210727,제31909호,20210727,A0007,대통령령,13010000,第1章 行政組織·通則
3671,234363,1471000,식품의약품안전처,14128,인체적용제품의 위해성평가에 관한 법률,20210727,제18365호,20220128,A0002,법률,36010000,第1章 行政組織·通則
3836,234265,1352000,보건복지부,10420,장애인차별금지 및 권리구제 등에 관한 법률,20210727,제18334호,20230128,A0002,법률,38050000,第5章 兒童·老人·障碍者·母子福祉
4465,234333,1613000,국토교통부,12468,지하안전관리에 관한 특별법,20210727,제18350호,20220128,A0002,법률,35040100,第1節 建設業
4818,234337,1480000,환경부,10948,하천편입토지 보상 등에 관한 특별조치법,20210727,제18353호,20210727,A0002,법률,35020100,第1節 河川·地下水
4920,234267,1352000,보건복지부,10364,한국보건복지인재원법,20210727,제18336호,20220128,A0002,법률,38010000,第1章 行政組織·通則
5036,234339,1613000,국토교통부,88,항공보안법,20210727,제18354호,20220128,A0002,법률,41080000,第8章 航 空
5400,234295,1450000,산업통상자원부,9758,환경친화적 자동차의 개발 및 보급 촉진에 관한 법률,20210727,제18323호,20220128,A0002,법률,28050000,第5章 工 業
27,233957,1741000,행정안전부,14119,3ㆍ15의거 참여자의 명예회복 등에 관한 법률,20210720,제18301호,20220121,A0002,법률,8010000,第1章 民 法
448,233993,1342000,교육부,12017,공교육 정상화 촉진 및 선행교육 규제에 관한 특별법,20210720,제18298호,20220721,A0002,법률,16020100,第1節 通 則
570,234021,1741000,행정안전부,9625,공중화장실 등에 관한 법률,20210720,제18302호,20230721,A0002,법률,10020200,第2節 地方行政一般
716,233995,1342000,교육부,10452,교육관련기관의 정보공개에 관한 특례법,20210720,제18298호,20220721,A0002,법률,16020100,第1節 通 則
777,233989,1342000,교육부,14118,국가교육위원회 설치 및 운영에 관한 법률,20210720,제18298호,20220721,A0002,법률,16010000,第1章 行政組織·通則
2351,234017,1270000,법무부,1123,보호관찰 등에 관한 법률,20210720,제18299호,20220121,A0002,법률,9020000,第2章 保安處分
2953,234033,1192000,해양수산부,14121,수산부산물 재활용 촉진에 관한 법률,20210720,제18318호,20220721,A0002,법률,27040000,第4章 水産資源保護
3885,234003,1342000,교육부,10362,재외국민의 교육지원 등에 관한 법률,20210720,제18298호,20220721,A0002,법률,16060000,第6章 國外留學·在外國民敎育
4277,233999,1721000,과학기술정보통신부,28,지능정보화 기본법,20210720,제18298호,20220721,A0002,법률,43030000,第3章 情報通信
4478,234005,1342000,교육부,12309,진로교육법,20210720,제18298호,20220721,A0002,법률,16020100,第1節 通 則
4986,233983,1613000,국토교통부,9843,한국철도공사법 시행령,20210720,제31899호,20210720,A0007,대통령령,41030100,第1節 鐵道運送
4995,233981,1192000,해양수산부,11645,한국해양과학기술원법 시행령,20210720,제31897호,20210720,A0007,대통령령,42010000,第1章 行政組織·通則
924,233875,1661000,소방청,14115,국립소방병원의 설립 및 운영에 관한 법률 시행령,20210713,제31885호,20210713,A0007,대통령령,12020200,第2節 消防公務員
4252,233837,1741000,행정안전부,14113,중앙지방협력회의의 구성 및 운영에 관한 법률,20210713,제18297호,20220113,A0002,법률,10020100,第1節 通 則
3887,233885,1342000,교육부,10514,재외국민의 교육지원 등에 관한 법률 시행규칙,20210712,제241호,20210712,A0030,교육부령,16060000,第6章 國外留學·在外國民敎育
613,233829,1492000 1760000,"고용노동부,인사혁신처",14112,공휴일에 관한 법률,20210707,제18291호,20220101,A0002,법률,40010000,第1章 行政組織·通則
2316,233817,1352000,보건복지부,7252,보건범죄단속에관한특별조치법시행규칙,20210707,제817호,20210707,A0050,보건복지부령,9010000,第1章 刑 法
4723,233825,1352000,보건복지부,9476,특수의료장비의 설치 및 운영에 관한 규칙,20210707,제817호,20210707,A0050,보건복지부령,38060000,第6章 社會保險
697,233793,1492000,고용노동부,6537,교원의 노동조합 설립 및 운영 등에 관한 법률 시행규칙,20210706,제327호,20210706,A0097,고용노동부령,40020000,第2章 勞 政
2722,233529,1480000,환경부,11305,석면피해구제법 시행령,20210706,제31876호,20210706,A0007,대통령령,39020000,第2章 環境保全
2723,233761,1480000,환경부,11306,석면피해구제법 시행규칙,20210706,제925호,20210706,A0074,환경부령,39020000,第2章 環境保全
3038,233711,1270000,법무부,14109,스토킹범죄의 처벌 등에 관한 법률 시행령,20210706,제31866호,20211021,A0007,대통령령,9010000,第1章 刑 法
5392,233769,1480000,환경부,13524,환경정책기본법 시행규칙,20210706,제927호,20210706,A0074,환경부령,39020000,第2章 環境保全
3049,233789,1192000 1480000,"해양수산부,환경부",7611,습지보전법 시행규칙,20210705,제926호,20210706,A0074,환경부령,39020000,第2章 環境保全
546,233685,1160100,금융위원회,6350,공인회계사법 시행규칙,20210630,제1712호,20210630,A0009,총리령,19080000,第8章 公認會計士
903,233539,1342000,교육부,12099,국립대학법인 서울대학교 설립ㆍ운영에 관한 법률 시행규칙,20210630,제240호,20210630,A0030,교육부령,16020300,第3節 學校의設置·施設
906,233541,1342000,교육부,12100,국립대학법인 인천대학교 설립ㆍ운영에 관한 법률 시행규칙,20210630,제240호,20210630,A0030,교육부령,16020300,第3節 學校의設置·施設
925,233561,1192000,해양수산부,6656,국립수산과학원 시험ㆍ조사 및 분석의뢰 규칙,20210630,제486호,20210630,A0071,해양수산부령,27010000,第1章 行政組織·通則
2776,233585,1192000,해양수산부,7461,선박의 검사 등에 관한 수수료 규칙,20210630,제486호,20210630,A0071,해양수산부령,42030000,第3章 船 舶
2783,233591,1192000,해양수산부,7467,선박톤수의 측정에 관한 규칙,20210630,제486호,20210630,A0071,해양수산부령,42030000,第3章 船 舶
2796,233597,1192000,해양수산부,7475,선원의 안전 및 위생에 관한 규칙,20210630,제486호,20210630,A0071,해양수산부령,42040000,第4章 船 員·漁船員·港灣人力
3011,233613,1192000,해양수산부,12884,수중레저활동의 안전 및 활성화 등에 관한 법률 시행규칙,20210630,제486호,20210630,A0071,해양수산부령,42060000,第6章 海上保安
3112,233691,1160100,금융위원회,7642,신용보증기금법 시행규칙,20210630,제1712호,20210630,A0009,총리령,23090000,第9章 金融支援등
3118,233511,1160100,금융위원회,7646,신용협동조합법 시행규칙,20210630,제1711호,20210630,A0009,총리령,23040000,第4章 金融機關·金融業
3509,233635,1192000,해양수산부,7830,유류오염손해배상 보장법 시행규칙,20210630,제486호,20210630,A0071,해양수산부령,42030000,第3章 船 舶
4229,233693,1160100,금융위원회,8255,중소기업은행법제54조제6항시행에관한규정 시행세칙,20210630,제1712호,20210630,A0009,총리령,23040000,第4章 金融機關·金融業
4584,233735,1400000,산림청,8440,청원산림보호직원 배치에 관한 법률 시행규칙,20210630,제486호,20210630,A0101,농림축산식품부령,26020000,第2章 山 林
4820,233551,1342000,교육부,8594,학교건강검사규칙,20210630,제240호,20210630,A0030,교육부령,16030000,第3章 學校保健
4823,233553,1342000,교육부,8585,학교급식법 시행규칙,20210630,제240호,20210630,A0030,교육부령,16030000,第3章 學校保健
4862,233555,1342000,교육부,8608,학점인정 등에 관한 법률 시행규칙,20210630,제240호,20210630,A0030,교육부령,16020200,第2節 學力認定
5065,233647,1192000,해양수산부,8654,항만시설의 기술기준에 관한 규칙,20210630,제486호,20210630,A0071,해양수산부령,42050000,第5章 港 灣
5119,233655,1192000,해양수산부,13467,해양공간계획 및 관리에 관한 법률 시행규칙,20210630,제486호,20210630,A0071,해양수산부령,42080000,제8장 해양공간ㆍ연안관리
5122,233657,1192000,해양수산부,8674,해양과학조사법 시행규칙,20210630,제486호,20210630,A0071,해양수산부령,18020000,第2章 科學技術振興
5146,233663,1192000,해양수산부,8678,해양수산부 직원 복제규칙,20210630,제486호,20210630,A0071,해양수산부령,42010000,第1章 行政組織·通則
5149,233665,1192000,해양수산부,11666,해양수산생명자원의 확보ㆍ관리 및 이용 등에 관한 법률 시행규칙,20210630,제486호,20210630,A0071,해양수산부령,42010000,第1章 行政組織·通則
1183,233801,9700000,국회,6012,국회행정심판위원회규칙,20210629,제228호,20210629,A0023,국회규칙,2020100,第1節 組織·運營
1336,233423,1160100,금융위원회,3083,금융산업의 구조개선에 관한 법률 시행령,20210629,제31861호,20210630,A0007,대통령령,23040000,第4章 金融機關·金融業
1778,233367,1352000,보건복지부,3381,대한적십자사 조직법 시행령,20210629,제31845호,20210630,A0007,대통령령,38010000,第1章 行政組織·通則
4456,233369,1360000,기상청,12241,지진ㆍ지진해일ㆍ화산의 관측 및 경보에 관한 법률 시행령,20210629,제31850호,20210706,A0007,대통령령,18040000,第4章 天文·氣象
4659,233381,1371000,문화체육관광부,9346,콘텐츠산업 진흥법 시행령,20210629,제31836호,20210629,A0007,대통령령,43030000,第3章 情報通信
5265,233451,9750000,헌법재판소,6094,헌법재판소사무처 행정심판위원회 규칙,20210629,제430호,20210629,A0024,헌법재판소규칙,1030000,第3章 憲法裁判所
1691,233437,9740000,대법원,5740,대법관회의 운영규칙,20210628,제2993호,20210628,A0022,대법원규칙,6010000,第1章 組 織
2252,233435,9740000,대법원,9548,법원조사관 등 규칙,20210628,제2991호,20210628,A0022,대법원규칙,6010000,第1章 組 織
4790,233351,1450000,산업통상자원부,13721,포항지진의 진상조사 및 피해구제 등을 위한 특별법 시행령,20210625,제31828호,20210625,A0007,대통령령,32020000,第2章 電 氣
1384,233459,1421000,중소벤처기업부,7639,기술보증기금법 시행규칙,20210624,제45호,20210624,A0105,중소벤처기업부령,23090000,第9章 金融支援등
2752,233347,9760000,중앙선거관리위원회,6054,선거관리위원회 정보공개규칙,20210623,제531호,20210623,A0110,선거관리위원회규칙,3010000,第1章 選擧管理委員會
1213,233193,1290000,국방부,14102,군사경찰의 직무수행에 관한 법률 시행령,20210622,제31796호,20210623,A0007,대통령령,9030000,第3章 刑事節次
2161,233311,1290000,국방부,12600,방위산업기술 보호법 시행규칙,20210622,제1055호,20210623,A0033,국방부령,13040000,第4章 軍需·財務
2344,233243,1741000,행정안전부,11684,보행안전 및 편의증진에 관한 법률 시행령,20210622,제31806호,20210623,A0007,대통령령,10060000,第6章 地域開發
3220,233165,1741000,행정안전부,10575,어린이놀이시설 안전관리법 시행령,20210622,제31805호,20220623,A0007,대통령령,29030000,第3章 工業品品質管理
3472,233295,1079960,원자력안전위원회,11486,원자력안전위원회의 설치 및 운영에 관한 법률 시행령,20210622,제31824호,20210623,A0007,대통령령,18010000,第1章 行政組織·通則
3694,233203,1290000,국방부,10544,임기제부사관제 운영규정,20210622,제31799호,20210622,A0007,대통령령,13020100,第1節 軍人事
61,232893,1450000,산업통상자원부,10593,가맹사업 진흥에 관한 법률,20210615,제18267호,20211216,A0002,법률,28020000,第2章 中小企業
63,232959,1492000,고용노동부,14099,가사근로자의 고용개선 등에 관한 법률,20210615,제18285호,20220616,A0002,법률,40030000,第3章 勤勞基準
358,232897,1450000,산업통상자원부,1850,고압가스 안전관리법,20210615,제18269호,20211216,A0002,법률,32030000,第3章 가 스
669,232935,1450000,산업통상자원부,9941,광산피해의 방지 및 복구에 관한 법률,20210615,제18270호,20220616,A0002,법률,31030400,第4節 鑛山保安
899,232867,1543000,농림축산식품부,14097,국립농업박물관법,20210615,제18253호,20211216,A0002,법률,24010000,第1章 行政組織·通則
2547,232879,1400000,산림청,11437,산림교육의 활성화에 관한 법률,20210615,제18260호,20211216,A0002,법률,26020000,第2章 山 林
3406,232855,1051000,기획재정부,1525,외국환거래법,20210615,제18244호,20210916,A0002,법률,23080000,第8章 外 換
4458,233113,1741000,행정안전부,10726,지진ㆍ화산재해대책법,20210615,제18284호,20220616,A0002,법률,12030000,第3章 災難管理
447,232969,1480000,환경부,14100,공공폐자원관리시설의 설치ㆍ운영 및 주민지원 등에 관한 특별법 시행규칙,20210610,제917호,20210610,A0074,환경부령,39030000,第3章 廢棄物管理
4460,233141,1741000,행정안전부,10950,지진ㆍ화산재해대책법 시행규칙,20210610,제183호,20210610,A0107,행정안전부령,12030000,第3章 災難管理
2600,232767,1450000,산업통상자원부,7360,산업발전법 시행규칙,20210609,제424호,20210609,A0102,산업통상자원부령,28050000,第5章 工 業
3623,232757,1371000,문화체육관광부,11687,이스포츠(전자스포츠) 진흥에 관한 법률 시행규칙,20210609,제441호,20210609,A0046,문화체육관광부령,16070000,第7章 體育·靑少年育成
3638,232785,1270000,법무부,13600,인권보호수사규칙,20210609,제1010호,20210609,A0048,법무부령,7020300,第3節 檢察事務
5208,232751,1741000,행정안전부,8710,행정사법 시행규칙,20210609,제257호,20210610,A0107,행정안전부령,10020200,第2節 地方行政一般
844,232613,1721000,과학기술정보통신부,14089,국가지식정보 연계 및 활용 촉진에 관한 법률,20210608,제18197호,20211209,A0002,법률,18020000,第2章 科學技術振興
1407,232643,1352000,보건복지부,12045,기초연금법,20210608,제18213호,20220101,A0002,법률,38060000,第6章 社會保險
2148,232659,1570100,방송통신위원회,10685,방송통신위원회의 설치 및 운영에 관한 법률,20210608,제18226호,20210608,A0002,법률,17050000,第5章 放 送
2524,232647,1352000,보건복지부,204,사회보장기본법,20210608,제18215호,20211209,A0002,법률,38020000,第2章 社會福祉通則
2535,232559,1352000,보건복지부,11444,사회서비스 이용 및 이용권 관리에 관한 법률,20210608,제18216호,20220101,A0002,법률,38020000,第2章 社會福祉通則
2703,232569,1160100,금융위원회,12513,서민의 금융생활 지원에 관한 법률,20210608,제18227호,20211009,A0002,법률,23040000,第4章 金融機關·金融業
2880,232625,1661000,소방청,14090,소방의 화재조사에 관한 법률,20210608,제18204호,20220609,A0002,법률,12020100,第1節 行政組織·通則
3833,232649,1352000,보건복지부,11181,장애인연금법,20210608,제18221호,20220101,A0002,법률,38060000,第6章 社會保險
3855,232629,1741000,행정안전부,14091,재난안전통신망법,20210608,제18206호,20211209,A0002,법률,12030000,第3章 災難管理
4690,232587,1613000,국토교통부,12484,토지이용 인ㆍ허가 절차 간소화를 위한 특별법 시행령,20210608,제31751호,20210608,A0007,대통령령,35030000,第3章 土地·測量
4627,232775,1270000,법무부,8493,출입국관리공무원 복제규칙,20210607,제1009호,20210607,A0048,법무부령,7020100,第1節 人事·服務
2251,232369,9740000,대법원,5847,법원정보공개규칙,20210527,제2987호,20210623,A0022,대법원규칙,6020100,第1節 通 則
3166,232345,1270000,법무부,12148,아동학대범죄의 처벌 등에 관한 특례법 시행규칙,20210527,제1008호,20210527,A0048,법무부령,9010000,第1章 刑 法
4186,232367,9740000,대법원,11947,주택임대차계약증서의 확정일자 부여 및 정보제공에 관한 규칙,20210527,제2986호,20210610,A0022,대법원규칙,8010000,第1章 民 法
5413,232357,9740000,대법원,11873,후견등기에 관한 규칙,20210527,제2985호,20210610,A0022,대법원규칙,8040000,第4章 登 記
594,232253,1140100,국민권익위원회,14082,공직자의 이해충돌 방지법,20210518,제18191호,20220519,A0002,법률,5010000,第1章 通 則
1359,232201,1492000,고용노동부,10356,기간제 및 단시간근로자 보호 등에 관한 법률,20210518,제18177호,20210518,A0002,법률,40050000,第5章 雇 傭
1480,232203,1492000,고용노동부,139,노동위원회법,20210518,제18179호,20220519,A0002,법률,40020000,第2章 勞 政
